normalized_condition_name,display_name,profile_count,dosha_combinations_present,relevant_fields_complete,missing_or_placeholder_fields,symptoms_completeness_score,dosha_clarity_score,diet_lifestyle_completeness_score,prevention_completeness_score,complications_referral_completeness_score,within_group_symptom_coherence,symptom_distinctiveness_score,distinctiveness_score,rule_potential_score,external_source_availability_status,external_source_availability_score,manageable_scope_status,manageable_scope_score,preliminary_data_score,selection_score
dracunculiasis,Dracunculiasis,1,Kapha,"[""symptoms"", ""doshas"", ""diet_and_lifestyle_recommendations"", ""prevention"", ""complications""]",{},1.0,1.0,1.0,1.0,1.0,1.0,0.7063360039992559,0.7063360039992559,1.0,not yet verified,0.0,not manually reviewed,0.5,0.7656336003999256,0.7656336003999256
duchenne muscular dystrophy,Duchenne Muscular Dystrophy,1,"Vata, Pitta","[""symptoms"", ""doshas"", ""diet_and_lifestyle_recommendations"", ""prevention"", ""complications""]",{},1.0,1.0,1.0,1.0,1.0,1.0,0.26448211255754595,0.26448211255754595,1.0,not yet verified,0.0,not manually reviewed,0.5,0.7214482112557545,0.7214482112557545
ebola,Ebola,1,Pitta,"[""symptoms"", ""doshas"", ""diet_and_lifestyle_recommendations"", ""prevention"", ""complications""]",{},1.0,1.0,1.0,1.0,1.0,1.0,0.7475670809347279,0.7475670809347279,1.0,not yet verified,0.0,not manually reviewed,0.5,0.7697567080934727,0.7697567080934727
ebola virus,Ebola Virus,1,"Pitta, Kapha","[""symptoms"", ""doshas"", ""diet_and_lifestyle_recommendations"", ""prevention"", ""complications""]",{},1.0,1.0,1.0,1.0,1.0,1.0,0.6342711039571926,0.6342711039571926,1.0,not yet verified,0.0,not manually reviewed,0.5,0.7584271103957192,0.7584271103957192
echinococcosis,Echinococcosis,1,Kapha,"[""symptoms"", ""doshas"", ""diet_and_lifestyle_recommendations"", ""prevention"", ""complications""]",{},1.0,1.0,1.0,1.0,1.0,1.0,0.5249663495915253,0.5249663495915253,1.0,not yet verified,0.0,not manually reviewed,0.5,0.7474966349591525,0.7474966349591525
eczema atopic dermatitis,Eczema (Atopic Dermatitis),1,Pitta,"[""symptoms"", ""doshas"", ""diet_and_lifestyle_recommendations"", ""prevention"", ""complications""]",{},1.0,1.0,1.0,1.0,1.0,1.0,0.6373175792586313,0.6373175792586313,1.0,not yet verified,0.0,not manually reviewed,0.5,0.7587317579258631,0.7587317579258631
emphysema,Emphysema,1,"Vata, Kapha","[""symptoms"", ""doshas"", ""diet_and_lifestyle_recommendations"", ""prevention"", ""complications""]",{},1.0,1.0,1.0,1.0,1.0,1.0,0.3120595644442703,0.3120595644442703,1.0,not yet verified,0.0,not manually reviewed,0.5,0.726205956444427,0.726205956444427
endometriosis,Endometriosis,1,"Vata, Pitta","[""symptoms"", ""doshas"", ""diet_and_lifestyle_recommendations"", ""prevention"", ""complications""]",{},1.0,1.0,1.0,1.0,1.0,1.0,0.6538721041494746,0.6538721041494746,1.0,not yet verified,0.0,not manually reviewed,0.5,0.7603872104149474,0.7603872104149474
enterobiasis,Enterobiasis,1,"Vata, Pitta","[""symptoms"", ""doshas"", ""diet_and_lifestyle_recommendations"", ""prevention"", ""complications""]",{},1.0,1.0,1.0,1.0,1.0,1.0,0.8796660926968985,0.8796660926968985,1.0,not yet verified,0.0,not manually reviewed,0.5,0.7829666092696898,0.7829666092696898
epilepsy,Epilepsy,3,"Vata | Vata, Pitta","[""symptoms"", ""doshas"", ""diet_and_lifestyle_recommendations"", ""prevention"", ""complications""]",{},1.0,0.6666666666666666,1.0,1.0,1.0,0.4794591587790122,0.8279564818562022,0.8279564818562022,0.9333333333333332,not yet verified,0.0,not manually reviewed,0.5,0.7297956481856203,0.7297956481856203
erectile dysfunction,Erectile Dysfunction,1,"Vata, Pitta","[""symptoms"", ""doshas"", ""diet_and_lifestyle_recommendations"", ""prevention"", ""complications""]",{},1.0,1.0,1.0,1.0,1.0,1.0,0.9052986646140471,0.9052986646140471,1.0,not yet verified,0.0,not manually reviewed,0.5,0.7855298664614047,0.7855298664614047
fascioliasis,Fascioliasis,1,"Pitta, Kapha","[""symptoms"", ""doshas"", ""diet_and_lifestyle_recommendations"", ""prevention"", ""complications""]",{},1.0,1.0,1.0,1.0,1.0,1.0,0.5249663495915253,0.5249663495915253,1.0,not yet verified,0.0,not manually reviewed,0.5,0.7474966349591525,0.7474966349591525
fever,Fever,2,"Pitta | Pitta, Kapha","[""symptoms"", ""doshas"", ""diet_and_lifestyle_recommendations"", ""prevention"", ""complications""]",{},1.0,0.5,1.0,1.0,1.0,0.275195812175023,0.7549195159314602,0.7549195159314602,0.9,not yet verified,0.0,not manually reviewed,0.5,0.698491951593146,0.698491951593146
fibromyalgia,Fibromyalgia,2,"Vata | Vata, Pitta","[""symptoms"", ""doshas"", ""diet_and_lifestyle_recommendations"", ""prevention"", ""complications""]",{},1.0,0.5,1.0,1.0,1.0,0.8336336389685021,0.825750019087654,0.825750019087654,0.9,not yet verified,0.0,not manually reviewed,0.5,0.7055750019087654,0.7055750019087654
filariasis,Filariasis,1,"Pitta, Kapha","[""symptoms"", ""doshas"", ""diet_and_lifestyle_recommendations"", ""prevention"", ""complications""]",{},1.0,1.0,1.0,1.0,1.0,1.0,0.7630118251345133,0.7630118251345133,1.0,not yet verified,0.0,not manually reviewed,0.5,0.7713011825134513,0.7713011825134513
fragile x syndrome,Fragile X Syndrome,1,"Vata, Pitta","[""symptoms"", ""doshas"", ""diet_and_lifestyle_recommendations"", ""prevention"", ""complications""]",{},1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,not yet verified,0.0,not manually reviewed,0.5,0.695,0.695
gallbladder disease,Gallbladder Disease,1,Pitta,"[""symptoms"", ""doshas"", ""diet_and_lifestyle_recommendations"", ""prevention"", ""complications""]",{},1.0,1.0,1.0,1.0,1.0,1.0,0.39374250810301237,0.39374250810301237,1.0,not yet verified,0.0,not manually reviewed,0.5,0.7343742508103012,0.7343742508103012
gastroenteritis,Gastroenteritis,1,"Pitta, Kapha","[""symptoms"", ""doshas"", ""diet_and_lifestyle_recommendations"", ""prevention"", ""complications""]",{},1.0,1.0,1.0,1.0,1.0,1.0,0.7370285525570601,0.7370285525570601,1.0,not yet verified,0.0,not manually reviewed,0.5,0.7687028552557059,0.7687028552557059
gastroesophageal reflux disease gerd,Gastroesophageal Reflux Disease (GERD),1,Pitta,"[""symptoms"", ""doshas"", ""diet_and_lifestyle_recommendations"", ""prevention"", ""complications""]",{},1.0,1.0,1.0,1.0,1.0,1.0,0.8080542265936186,0.8080542265936186,1.0,not yet verified,0.0,not manually reviewed,0.5,0.7758054226593618,0.7758054226593618
giardiasis,Giardiasis,1,Pitta,"[""symptoms"", ""doshas"", ""diet_and_lifestyle_recommendations"", ""prevention"", ""complications""]",{},1.0,1.0,1.0,1.0,1.0,1.0,0.6063078269394646,0.6063078269394646,1.0,not yet verified,0.0,not manually reviewed,0.5,0.7556307826939465,0.7556307826939465
gingivitis,Gingivitis,1,Pitta,"[""symptoms"", ""doshas"", ""diet_and_lifestyle_recommendations"", ""prevention"", ""complications""]",{},1.0,1.0,1.0,1.0,1.0,1.0,0.8938230584455592,0.8938230584455592,1.0,not yet verified,0.0,not manually reviewed,0.5,0.7843823058445559,0.7843823058445559
glaucoma,Glaucoma,1,Pitta,"[""symptoms"", ""doshas"", ""diet_and_lifestyle_recommendations"", ""prevention"", ""complications""]",{},1.0,1.0,1.0,1.0,1.0,1.0,0.5602924010439514,0.5602924010439514,1.0,not yet verified,0.0,not manually reviewed,0.5,0.7510292401043951,0.7510292401043951
glomerulonephritis,Glomerulonephritis,2,"Pitta | Vata, Kapha","[""symptoms"", ""doshas"", ""diet_and_lifestyle_recommendations"", ""prevention"", ""complications""]",{},1.0,0.5,1.0,1.0,1.0,0.4132754791400618,0.46637996479384547,0.46637996479384547,0.9,not yet verified,0.0,not manually reviewed,0.5,0.6696379964793846,0.6696379964793846
goiter,Goiter,1,"Vata, Pitta","[""symptoms"", ""doshas"", ""diet_and_lifestyle_recommendations"", ""prevention"", ""complications""]",{},1.0,1.0,1.0,1.0,1.0,1.0,0.7278099052294781,0.7278099052294781,1.0,not yet verified,0.0,not manually reviewed,0.5,0.7677809905229478,0.7677809905229478
gout,Gout,2,"Pitta, Kapha | Vata, Pitta","[""symptoms"", ""doshas"", ""diet_and_lifestyle_recommendations"", ""prevention"", ""complications""]",{},1.0,0.5,1.0,1.0,1.0,0.7846808650367368,0.6938004130594603,0.6938004130594603,0.9,not yet verified,0.0,not manually reviewed,0.5,0.692380041305946,0.692380041305946
graves disease,Graves Disease,2,"Pitta | Vata, Pitta","[""symptoms"", ""doshas"", ""diet_and_lifestyle_recommendations"", ""prevention"", ""complications""]",{},1.0,0.5,1.0,1.0,1.0,0.14504048225875948,0.6085958805713304,0.6085958805713304,0.9,not yet verified,0.0,not manually reviewed,0.5,0.6838595880571331,0.6838595880571331
guillain barre syndrome,Guillain-Barre Syndrome,1,"Vata, Pitta","[""symptoms"", ""doshas"", ""diet_and_lifestyle_recommendations"", ""prevention"", ""complications""]",{},1.0,1.0,1.0,1.0,1.0,1.0,0.4188169814844813,0.4188169814844813,1.0,not yet verified,0.0,not manually reviewed,0.5,0.7368816981484481,0.7368816981484481
guinea worm disease,Guinea Worm Disease,1,"Pitta, Kapha","[""symptoms"", ""doshas"", ""diet_and_lifestyle_recommendations"", ""prevention"", ""complications""]",{},1.0,1.0,1.0,1.0,1.0,1.0,0.7630118251345133,0.7630118251345133,1.0,not yet verified,0.0,not manually reviewed,0.5,0.7713011825134513,0.7713011825134513
hair loss,Hair Loss,1,"Pitta, Kapha","[""symptoms"", ""doshas"", ""diet_and_lifestyle_recommendations"", ""prevention"", ""complications""]",{},1.0,1.0,1.0,1.0,1.0,1.0,0.6190837276830676,0.6190837276830676,1.0,not yet verified,0.0,not manually reviewed,0.5,0.7569083727683067,0.7569083727683067
hantavirus pulmonary syndrome,Hantavirus Pulmonary Syndrome,1,"Vata, Kapha","[""symptoms"", ""doshas"", ""diet_and_lifestyle_recommendations"", ""prevention"", ""complications""]",{},1.0,1.0,1.0,1.0,1.0,1.0,0.43616237892597365,0.43616237892597365,1.0,not yet verified,0.0,not manually reviewed,0.5,0.7386162378925973,0.7386162378925973
hashimoto s thyroiditis,Hashimoto's Thyroiditis,1,Vata,"[""symptoms"", ""doshas"", ""diet_and_lifestyle_recommendations"", ""prevention"", ""complications""]",{},1.0,1.0,1.0,1.0,1.0,1.0,0.5603671714838117,0.5603671714838117,1.0,not yet verified,0.0,not manually reviewed,0.5,0.7510367171483812,0.7510367171483812
heart attack myocardial infarction,Heart Attack (Myocardial Infarction),2,"Pitta | Vata, Pitta","[""symptoms"", ""doshas"", ""diet_and_lifestyle_recommendations"", ""prevention"", ""complications""]",{},1.0,0.5,1.0,1.0,1.0,0.7241072696029361,0.1104004543065733,0.1104004543065733,0.9,not yet verified,0.0,not manually reviewed,0.5,0.6340400454306574,0.6340400454306574
heart disease,Heart Disease,1,"Vata, Pitta","[""symptoms"", ""doshas"", ""diet_and_lifestyle_recommendations"", ""prevention"", ""complications""]",{},1.0,1.0,1.0,1.0,1.0,1.0,0.3594818830800034,0.3594818830800034,1.0,not yet verified,0.0,not manually reviewed,0.5,0.7309481883080003,0.7309481883080003
heart failure,Heart Failure,1,"Vata, Pitta","[""symptoms"", ""doshas"", ""diet_and_lifestyle_recommendations"", ""prevention"", ""complications""]",{},1.0,1.0,1.0,1.0,1.0,1.0,0.6255490971406878,0.6255490971406878,1.0,not yet verified,0.0,not manually reviewed,0.5,0.7575549097140687,0.7575549097140687
hemochromatosis,Hemochromatosis,1,"Vata, Pitta","[""symptoms"", ""doshas"", ""diet_and_lifestyle_recommendations"", ""prevention"", ""complications""]",{},1.0,1.0,1.0,1.0,1.0,1.0,0.5418893803021678,0.5418893803021678,1.0,not yet verified,0.0,not manually reviewed,0.5,0.7491889380302167,0.7491889380302167
hemophilia,Hemophilia,1,Kapha,"[""symptoms"", ""doshas"", ""diet_and_lifestyle_recommendations"", ""prevention"", ""complications""]",{},1.0,1.0,1.0,1.0,1.0,1.0,0.7108421449515681,0.7108421449515681,1.0,not yet verified,0.0,not manually reviewed,0.5,0.7660842144951567,0.7660842144951567
hendra virus infection,Hendra Virus Infection,1,"Vata, Pitta","[""symptoms"", ""doshas"", ""diet_and_lifestyle_recommendations"", ""prevention"", ""complications""]",{},1.0,1.0,1.0,1.0,1.0,1.0,0.7548923269802541,0.7548923269802541,1.0,not yet verified,0.0,not manually reviewed,0.5,0.7704892326980254,0.7704892326980254
hepatitis,Hepatitis,3,Pitta,"[""symptoms"", ""doshas"", ""diet_and_lifestyle_recommendations"", ""prevention"", ""complications""]",{},1.0,1.0,1.0,1.0,1.0,0.25749289970897954,0.469783030849086,0.469783030849086,1.0,not yet verified,0.0,not manually reviewed,0.5,0.7419783030849085,0.7419783030849085
hepatitis a,Hepatitis A,1,"Vata, Pitta","[""symptoms"", ""doshas"", ""diet_and_lifestyle_recommendations"", ""prevention"", ""complications""]",{},1.0,1.0,1.0,1.0,1.0,1.0,0.5707626557637502,0.5707626557637502,1.0,not yet verified,0.0,not manually reviewed,0.5,0.752076265576375,0.752076265576375
hepatitis a b c,"Hepatitis (A, B, C)",1,Pitta,"[""symptoms"", ""doshas"", ""diet_and_lifestyle_recommendations"", ""prevention"", ""complications""]",{},1.0,1.0,1.0,1.0,1.0,1.0,0.5392869042577056,0.5392869042577056,1.0,not yet verified,0.0,not manually reviewed,0.5,0.7489286904257705,0.7489286904257705
hepatitis b,Hepatitis B,1,Pitta,"[""symptoms"", ""doshas"", ""diet_and_lifestyle_recommendations"", ""prevention"", ""complications""]",{},1.0,1.0,1.0,1.0,1.0,1.0,0.5650192819538596,0.5650192819538596,1.0,not yet verified,0.0,not manually reviewed,0.5,0.751501928195386,0.751501928195386
hepatitis c,Hepatitis C,1,"Vata, Pitta","[""symptoms"", ""doshas"", ""diet_and_lifestyle_recommendations"", ""prevention"", ""complications""]",{},1.0,1.0,1.0,1.0,1.0,1.0,0.5650192819538596,0.5650192819538596,1.0,not yet verified,0.0,not manually reviewed,0.5,0.751501928195386,0.751501928195386
herpes simplex virus hsv,Herpes Simplex Virus (HSV),1,Pitta,"[""symptoms"", ""doshas"", ""diet_and_lifestyle_recommendations"", ""prevention"", ""complications""]",{},1.0,1.0,1.0,1.0,1.0,1.0,0.5999817560913968,0.5999817560913968,1.0,not yet verified,0.0,not manually reviewed,0.5,0.7549981756091396,0.7549981756091396
histoplasmosis,Histoplasmosis,1,"Vata, Pitta","[""symptoms"", ""doshas"", ""diet_and_lifestyle_recommendations"", ""prevention"", ""complications""]",{},1.0,1.0,1.0,1.0,1.0,1.0,0.20717072262368907,0.20717072262368907,1.0,not yet verified,0.0,not manually reviewed,0.5,0.7157170722623688,0.7157170722623688
hiv aids,HIV/ AIDS,1,"Vata, Pitta","[""symptoms"", ""doshas"", ""diet_and_lifestyle_recommendations"", ""prevention"", ""complications""]",{},1.0,1.0,1.0,1.0,1.0,1.0,0.5407705795885709,0.5407705795885709,1.0,not yet verified,0.0,not manually reviewed,0.5,0.749077057958857,0.749077057958857
hodgkin s lymphoma,Hodgkin's Lymphoma,2,Pitta | Vata,"[""symptoms"", ""doshas"", ""diet_and_lifestyle_recommendations"", ""prevention"", ""complications""]",{},1.0,0.5,1.0,1.0,1.0,0.7628693657641714,0.0555801473071017,0.0555801473071017,0.9,not yet verified,0.0,not manually reviewed,0.5,0.6285580147307102,0.6285580147307102
hookworm infection,Hookworm Infection,1,"Vata, Kapha","[""symptoms"", ""doshas"", ""diet_and_lifestyle_recommendations"", ""prevention"", ""complications""]",{},1.0,1.0,1.0,1.0,1.0,1.0,0.4454318681669932,0.4454318681669932,1.0,not yet verified,0.0,not manually reviewed,0.5,0.7395431868166993,0.7395431868166993
huntington s disease,Huntington's Disease,1,"Vata, Pitta","[""symptoms"", ""doshas"", ""diet_and_lifestyle_recommendations"", ""prevention"", ""complications""]",{},1.0,1.0,1.0,1.0,1.0,1.0,0.7333314863064373,0.7333314863064373,1.0,not yet verified,0.0,not manually reviewed,0.5,0.7683331486306437,0.7683331486306437
hydronephrosis,Hydronephrosis,1,"Vata, Kapha","[""symptoms"", ""doshas"", ""diet_and_lifestyle_recommendations"", ""prevention"", ""complications""]",{},1.0,1.0,1.0,1.0,1.0,1.0,0.6295401649154786,0.6295401649154786,1.0,not yet verified,0.0,not manually reviewed,0.5,0.7579540164915478,0.7579540164915478
hypercholesterolemia,Hypercholesterolemia,1,Pitta,"[""symptoms"", ""doshas"", ""diet_and_lifestyle_recommendations"", ""prevention"", ""complications""]",{},1.0,1.0,1.0,1.0,1.0,1.0,0.49851550236314046,0.49851550236314046,1.0,not yet verified,0.0,not manually reviewed,0.5,0.744851550236314,0.744851550236314
hyperlipidemia,Hyperlipidemia,1,Vata,"[""symptoms"", ""doshas"", ""diet_and_lifestyle_recommendations"", ""prevention"", ""complications""]",{},1.0,1.0,1.0,1.0,1.0,1.0,0.6481025348701368,0.6481025348701368,1.0,not yet verified,0.0,not manually reviewed,0.5,0.7598102534870136,0.7598102534870136
hyperparathyroidism,Hyperparathyroidism,1,"Vata, Pitta","[""symptoms"", ""doshas"", ""diet_and_lifestyle_recommendations"", ""prevention"", ""complications""]",{},1.0,1.0,1.0,1.0,1.0,1.0,0.7352209613777904,0.7352209613777904,1.0,not yet verified,0.0,not manually reviewed,0.5,0.768522096137779,0.768522096137779
hypertension,Hypertension,3,"Pitta | Vata, Pitta","[""symptoms"", ""doshas"", ""diet_and_lifestyle_recommendations"", ""prevention"", ""complications""]",{},1.0,0.6666666666666666,1.0,1.0,1.0,0.3590177865236123,0.46637996479384547,0.46637996479384547,0.9333333333333332,not yet verified,0.0,not manually reviewed,0.5,0.6936379964793845,0.6936379964793845
hyperthyroidism,Hyperthyroidism,1,Pitta,"[""symptoms"", ""doshas"", ""diet_and_lifestyle_recommendations"", ""prevention"", ""complications""]",{},1.0,1.0,1.0,1.0,1.0,1.0,0.6085958805713304,0.6085958805713304,1.0,not yet verified,0.0,not manually reviewed,0.5,0.7558595880571329,0.7558595880571329
hypoglycemia,Hypoglycemia,1,"Vata, Kapha","[""symptoms"", ""doshas"", ""diet_and_lifestyle_recommendations"", ""prevention"", ""complications""]",{},1.0,1.0,1.0,1.0,1.0,1.0,0.748045979182002,0.748045979182002,1.0,not yet verified,0.0,not manually reviewed,0.5,0.7698045979182001,0.7698045979182001
hypothyroidism,Hypothyroidism,2,"Vata, Kapha","[""symptoms"", ""doshas"", ""diet_and_lifestyle_recommendations"", ""prevention"", ""complications""]",{},1.0,1.0,1.0,1.0,1.0,0.6083255563657998,0.5603671714838117,0.5603671714838117,1.0,not yet verified,0.0,not manually reviewed,0.5,0.7510367171483812,0.7510367171483812
inflammation,Inflammation,1,"Vata, Pitta","[""symptoms"", ""doshas"", ""diet_and_lifestyle_recommendations"", ""prevention"", ""complications""]",{},1.0,1.0,1.0,1.0,1.0,1.0,0.7821329605921097,0.7821329605921097,1.0,not yet verified,0.0,not manually reviewed,0.5,0.773213296059211,0.773213296059211
influenza,Influenza,1,"Vata, Pitta","[""symptoms"", ""doshas"", ""diet_and_lifestyle_recommendations"", ""prevention"", ""complications""]",{},1.0,1.0,1.0,1.0,1.0,1.0,0.6429172176674313,0.6429172176674313,1.0,not yet verified,0.0,not manually reviewed,0.5,0.7592917217667431,0.7592917217667431
insomnia,Insomnia,2,"Vata | Vata, Pitta","[""symptoms"", ""doshas"", ""diet_and_lifestyle_recommendations"", ""prevention"", ""complications""]",{},1.0,0.5,1.0,1.0,1.0,0.08176804146599938,0.8810526256289135,0.8810526256289135,0.9,not yet verified,0.0,not manually reviewed,0.5,0.7111052625628914,0.7111052625628914
irritable bowel syndrome ibs,Irritable Bowel Syndrome (IBS),2,"Vata | Vata, Pitta","[""symptoms"", ""doshas"", ""diet_and_lifestyle_recommendations"", ""prevention"", ""complications""]",{},1.0,0.5,1.0,1.0,1.0,0.5744651733947116,0.5599493846412494,0.5599493846412494,0.9,not yet verified,0.0,not manually reviewed,0.5,0.678994938464125,0.678994938464125
joint pain,Joint Pain,1,"Vata, Kapha","[""symptoms"", ""doshas"", ""diet_and_lifestyle_recommendations"", ""prevention"", ""complications""]",{},1.0,1.0,1.0,1.0,1.0,1.0,0.599200037688977,0.599200037688977,1.0,not yet verified,0.0,not manually reviewed,0.5,0.7549200037688977,0.7549200037688977
kala azar,Kala-azar,1,Pitta,"[""symptoms"", ""doshas"", ""diet_and_lifestyle_recommendations"", ""prevention"", ""complications""]",{},1.0,1.0,1.0,1.0,1.0,1.0,0.6895027701736018,0.6895027701736018,1.0,not yet verified,0.0,not manually reviewed,0.5,0.7639502770173602,0.7639502770173602
kawasaki disease,Kawasaki Disease,1,"Vata, Pitta","[""symptoms"", ""doshas"", ""diet_and_lifestyle_recommendations"", ""prevention"", ""complications""]",{},1.0,1.0,1.0,1.0,1.0,1.0,0.561704007889998,0.561704007889998,1.0,not yet verified,0.0,not manually reviewed,0.5,0.7511704007889998,0.7511704007889998
